Width;Height;Roi.X1;Roy.Y1;Roi.X2;Roi.Y2;ClassId;Path
175;175;0;0;175;175;0;Train/0/00000_00137_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00137_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00138_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00138_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00138_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00138_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00138_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00138_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00138_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00139_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00139_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00139_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00139_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00139_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00139_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00139_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00140_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00140_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00140_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00140_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00140_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00140_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00140_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00141_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00141_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00141_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00141_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00141_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00141_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00141_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00142_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00142_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00142_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00142_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00142_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00142_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00142_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00143_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00143_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00143_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00143_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00143_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00143_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00143_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00144_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00144_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00144_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00144_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00144_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00144_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00144_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00145_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00145_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00145_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00145_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00145_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00145_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00145_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00146_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00146_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00146_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00146_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00146_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00146_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00146_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00147_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00147_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00147_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00147_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00147_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00147_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00147_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00148_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00148_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00148_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00148_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00148_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00148_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00148_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00149_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00149_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00149_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00149_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00149_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00149_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00149_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00150_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00150_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00150_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00150_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00150_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00150_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00150_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00151_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00151_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00151_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00151_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00151_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00151_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00151_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00152_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00152_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00152_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00152_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00152_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00152_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00152_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00153_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00153_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00153_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00153_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00153_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00153_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00153_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00154_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00154_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00154_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00154_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00154_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00154_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00154_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00155_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00155_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00155_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00155_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00155_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00155_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00155_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00156_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00156_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00156_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00156_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00156_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00156_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00156_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00157_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00157_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00157_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00157_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00157_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00157_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00157_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00158_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00158_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00158_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00158_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00158_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00158_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00158_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00159_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00159_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00159_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00159_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00159_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00159_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00159_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00160_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00160_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00160_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00160_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00160_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00160_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00160_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00161_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00161_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00161_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00161_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00161_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00161_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00161_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00162_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00162_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00162_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00162_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00162_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00162_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00162_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00163_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00163_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00163_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00163_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00163_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00163_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00163_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00164_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00164_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00164_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00164_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00164_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00164_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00164_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00165_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00165_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00165_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00165_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00165_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00165_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00165_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00166_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00166_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00166_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00166_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00166_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00166_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00166_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00167_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00167_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00167_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00167_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00167_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00167_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00167_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00168_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00168_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00168_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00168_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00168_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00168_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00168_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00169_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00169_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00169_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00169_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00169_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00169_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00169_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00170_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00170_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00170_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00170_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00170_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00170_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00170_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00171_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00171_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00171_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00171_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00171_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00171_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00171_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00172_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00172_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00172_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00172_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00172_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00172_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00172_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00173_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00173_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00173_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00173_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00173_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00173_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00173_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00174_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00174_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00174_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00174_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00174_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00174_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00174_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00175_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00175_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00175_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00175_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00175_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00175_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00175_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00176_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00176_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00176_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00176_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00176_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00176_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00176_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00177_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00177_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00177_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00177_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00177_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00177_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00177_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00178_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00178_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00178_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00178_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00178_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00178_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00178_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00179_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00179_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00179_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00179_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00179_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00179_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00179_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00180_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00180_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00180_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00180_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00180_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00180_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00180_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00181_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00181_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00181_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00181_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00181_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00181_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00181_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00182_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00182_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00182_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00182_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00182_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00182_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00182_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00183_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00183_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00183_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00183_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00183_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00183_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00183_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00184_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00184_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00184_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00184_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00184_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00184_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00184_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00185_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00185_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00185_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00185_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00185_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00185_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00185_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00186_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00186_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00186_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00186_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00186_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00186_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00186_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00187_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00187_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00187_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00187_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00187_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00187_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00187_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00188_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00188_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00188_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00188_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00188_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00188_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00188_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00189_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00189_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00189_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00189_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00189_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00189_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00189_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00190_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00190_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00190_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00190_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00190_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00190_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00190_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00191_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00191_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00191_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00191_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00191_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00191_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00191_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00192_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00192_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00192_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00192_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00192_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00192_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00192_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00193_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00193_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00193_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00193_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00193_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00193_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00193_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00194_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00194_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00194_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00194_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00194_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00194_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00194_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00195_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00195_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00195_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00195_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00195_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00195_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00195_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00196_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00196_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00196_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00196_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00196_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00196_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00196_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00197_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00197_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00197_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00197_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00197_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00197_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00197_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00198_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00198_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00198_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00198_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00198_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00198_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00198_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00199_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00199_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00199_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00199_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00199_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00199_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00199_00006.jpg
